湖南移动IPv6,#genre#
3,http://222.132.191.125:9901/tsfile/live/0010_1.m3u8
CCTV15音乐
0,http://27.36.62.163:9090/live/CCTV-15HD.m3u8
1,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8
2,http://60.10.167.88:808/hls/15/index.m3u8
CCTV16奥林匹克
0,http://27.36.62.163:9090/live/4010.m3u8
1,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
4,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV17农业农村
0,http://27.36.62.163:9090/live/CCTV17HD.m3u8
1,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8?$移动超清1080P
CCTV兵器科技
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
CCTV第一剧场
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
CCTV电视指南
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
CCTV怀旧剧场
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
CCTV高尔夫网球
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
CCTV风云剧场
0,http://27.36.62.163:9090/live/fengyunjuchang.m3u8
1,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云音乐
0,http://27.36.62.163:9090/live/fengyunyinyue.m3u8
1,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云足球
0,http://27.36.62.163:9090/live/fengyunzuqiu.m3u8
1,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
CCTV女性时尚
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
CCTV世界地理
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8
CCTV文化精品
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
CCTV央视台球
0,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
CCTV移动频道
0,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CETV-1
0,http://27.36.62.163:9090/live/CETV-1.m3u8
1,http://111.59.63.32:9901/tsfile/live/1024_1.m3u8
2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls?$移动超清1080P
CGTN
CGTN Arabic,http://livear.cgtn.com/1000a/prog_index.m3u8
CGTN Español,http://livees.cgtn.com/500e/prog_index.m3u8
CGTN France,http://livefr.cgtn.com/1000f/prog_index.m3u8
CGTN 国际,http://live.cgtn.com/1000/prog_index.m3u8?$全网标清576P
CGTN 频道 0,https://cdn.hklive.tv/xxxx/34/index.m3u8
CGTN 频道 1,https://livedoc.cgtn.com/1000d/prog_index.m3u8?$全网标清576P
安徽卫视
0,http://27.36.62.163:9090/live/anhuiHD.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
北京卫视
0,http://27.36.62.163:9090/live/beijingHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
兵团卫视
0,http://27.36.62.163:9090/live/1249.m3u8 
重庆卫视
0,http://27.36.62.163:9090/live/chongqingHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8
大湾区卫视
0,http://27.36.62.163:9090/live/gdnanfang.m3u8 
东方卫视
0,http://27.36.62.163:9090/live/dongfangHD.m3u8
,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8
东南卫视
0,http://27.36.62.163:9090/live/dongnanweishiHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
2,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
甘肃卫视
0,http://39.134.115.163:8080/PLTV/88888910/224/3221225724/index.m3u8
1,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
广东卫视
0,http://27.36.62.163:9090/live/guangdongHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
广西卫视
0,http://27.36.62.163:9090/live/guangxi.m3u8
1,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
贵州卫视
0,http://27.36.62.163:9090/live/guizhouHD.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
海南卫视
0,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226212/index.m3u8?fmt=ts2hls
河北卫视
0,http://27.36.62.163:9090/live/1426.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
2,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
河南卫视
0,http://27.36.62.163:9090/live/henan.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
2,http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
黑龙江卫视
0,http://27.36.62.163:9090/live/heilongjiangHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
湖北卫视
0,http://27.36.62.163:9090/live/hubeiHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8
湖南卫视
0,http://27.36.62.163:9090/live/hunanHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
吉林卫视
0,http://39.134.115.163:8080/PLTV/88888910/224/3221225680/index.m3u8
1,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
江苏卫视
0,http://27.36.62.163:9090/live/jiangsuHD.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江西卫视
0,http://27.36.62.163:9090/live/jiangxi.m3u8
1,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
辽宁卫视
0,http://27.36.62.163:9090/live/liaoningHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
内蒙卫视
0,http://27.36.62.163:9090/live/neimenggu.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
2,http://117.169.120.140:8080/live/neimenggustv/.m3u8
宁夏卫视
0,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
青海卫视
0,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
1,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
三沙卫视
0,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
山东卫视
0,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
山西卫视
0,http://27.36.62.163:9090/live/shanxi.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
陕西卫视
0,http://27.36.62.163:9090/live/1248.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
四川卫视
0,http://27.36.62.163:9090/live/sichuanHD.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225733/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
深圳卫视 
0,http://27.36.62.163:9090/live/shenzhenHD.m3u8 
天津卫视
0,http://27.36.62.163:9090/live/1415.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8
天津宁河
0,http://wshls.live.migucloud.com:80/live/RQXD0636_C0/playlist.m3u8
天津宝坻
0,https://hb2stream1.baoxinwen.com/d6387fc7a8836e78/6385068498053235715_1597997122.m3u8?auth_key=1893456000-0-0-93ea48b07ddd03f4904079b7659e81a4
天津津南
0,http://play.jinnantv.top/live/JNTV1.m3u8
天津西青
0,http://221.238.209.44:81/hls/live1.m3u8
西藏卫视
0,http://39.134.115.163:8080/PLTV/88888910/224/3221225723/index.m3u8
1,http://117.169.120.140:8080/live/xizangstv/.m3u8
新疆卫视
0,http://27.36.62.163:9090/live/xinjiang.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225725/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
云南卫视
0,http://27.36.62.163:9090/live/1239.m3u8
1,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
2,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
浙江卫视
0,http://27.36.62.163:9090/live/zhejiangHD.m3u8
1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
2,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
求索,#genre#
求索记录,http://111.11.123.30:6610/000000001000/6000000002000032052/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt
求索科学,http://111.11.123.30:6610/000000001000/6000000002000032344/1.m3u8?Contentid=6000000002000032344&livemode=1&stbId=3&channel-id=wasusyt
求索生活,http://111.11.123.30:6610/000000001000/6000000002000003382/1.m3u8?Contentid=6000000002000003382&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://111.11.123.30:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
港台,#genre#
2021华语流行歌曲,https://git.io/JgYR5
ABC News,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/abcnewsus.m3u8
Al Jazeera Balkans,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/aljazeera.m3u8
ASIA,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/aljazeera.m3u8
BETRIA,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/bernamanews.m3u8
CNA,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/cna.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_854_3.stream/chunklist.m3u8
Ebc全球速报,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ebcnews.m3u8
France 24,http://58.99.33.16:1935/liveedge17/live_156_3.stream/chunklist.m3u8
France24,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/france24.m3u8
KPOP,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/kpop.m3u8
KPOP,https://git.io/JgP6P
Mangalam TV,https://raw.githubusercontent.com/benmoose39/YouTube_to_m3u/main/assets/moose_na.m3u
The K-POP,https://git.io/JgYAE
ToP News,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/bloombergfinance.m3u8
TRT World,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/trtworld.m3u8
TVBS,https://git.io/JgYl2
大爱,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/daai3.m3u8
大爱2,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/daai2.m3u8
东森财经新闻,https://git.io/Jgkpc
东森新闻,https://git.io/Jgkps
东森幼幼,https://git.io/JgYON
动漫,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ebcyoyo.m3u8
国会,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/parliamentarytv2.m3u8
海豚综合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8
华视,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctsshow.m3u8
华视新闻,https://raw.githubusercontent.com/jqiu1608/YouTube_to_m3u/main/assets/moose_na.m3u
寰宇新闻,https://git.io/JgkpO
寰宇新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hyxw.m3u8
健康,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/tvbs.m3u8
居家,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/gstv.m3u8
空中英语,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/nbc2.m3u8
美丽人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
民视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ftvnews.m3u8
全球财经,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sbn.m3u8
日本24新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hokkaidonews.m3u8
三立INEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8
三立iNEWS,https://git.io/Jgkxj
三立iNEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setinews.m3u8
三立新闻,https://git.io/Jgkxp
台视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ttvnews.m3u8
台视新闻,https://git.io/JgkxY
听音乐,https://git.io/JgkA6
西洋流行音乐,https://git.io/JgkAy
新加坡音乐,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/8fm.m3u8
新唐人大陆,http://cnhls.ntdtv.com/cn/live800/playlist.m3u8
幸福空间居家,https://git.io/JgYYF
壹新闻,http://stream.nexttv.com.tw/n001/hd/live.m3u8
壹新闻,http://stream.nexttv.com.tw/n001/playlist.m3u8
优视频道,http://1-fss24-s0.streamhoster.com/lv_uchannel/_definst_/broadcast1/chunklist.m3u8
原住民,http://streamipcf.akamaized.net/live/_definst_/live_720/key_b1500.m3u8
运通,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/eftv.m3u8
彰化生活,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sdtv.m3u8
智林体育,http://58.99.33.16:1935/liveedge17/live_122_3.stream/chunklist.m3u8
中视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctvnews.m3u8
中视新闻,https://git.io/Jgkxz
中台灣生活,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
中台灣生活,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
中天新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctitv.m3u8
中天新闻,https://git.io/Jgkpy
中文音乐,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/cpop.m3u8
台视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ttvnews.m3u8
民视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ftvnews.m3u8
中视新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctvnews.m3u8
中天新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctitv.m3u8
INEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setlive.m3u8
INEWS,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/setinews.m3u8
寰宇新闻,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/hyxw.m3u8
东森幼幼,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ebcyoyo.m3u8
华视,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/ctsshow.m3u8
大爱2,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/daai2.m3u8
大爱,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/daai3.m3u8
Unknown_20,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sdtv.m3u8
居家,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/gstv.m3u8
全球财经,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sbn.m3u8
运通,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/eftv.m3u8
泰州电信,#genre#
CCTV1,http://58.222.75.102:9901/tsfile/live/0001_1.m3u8
CCTV2,http://58.222.75.102:9901/tsfile/live/0002_1.m3u8
CCTV3,http://58.222.75.102:9901/tsfile/live/0003_1.m3u8
CCTV4,http://58.222.75.102:9901/tsfile/live/0004_1.m3u8
CCTV5+,http://58.222.75.102:9901/tsfile/live/0005_1.m3u8
CCTV6,http://58.222.75.102:9901/tsfile/live/0006_1.m3u8
CCTV9,http://58.222.75.102:9901/tsfile/live/0009_1.m3u8
CCTV10,http://58.222.75.102:9901/tsfile/live/0010_1.m3u8
CCTV12,http://58.222.75.102:9901/tsfile/live/0012_1.m3u8
CCTV14,http://58.222.75.102:9901/tsfile/live/0014_1.m3u8
CCTV13,http://58.222.75.102:9901/tsfile/live/1001_1.m3u8
江苏卫视,http://58.222.75.102:9901/tsfile/live/1006_1.m3u8
东方卫视,http://58.222.75.102:9901/tsfile/live/1013_1.m3u8
北京卫视,http://58.222.75.102:9901/tsfile/live/1012_1.m3u8
天津卫视,http://58.222.75.102:9901/tsfile/live/1014_1.m3u8
湖南卫视,http://58.222.75.102:9901/tsfile/live/1016_1.m3u8
重庆卫视,http://58.222.75.102:9901/tsfile/live/1015_1.m3u8
湖北卫视,http://58.222.75.102:9901/tsfile/live/1017_1.m3u8
黑龙江卫视,http://58.222.75.102:9901/tsfile/live/1019_1.m3u8
辽宁卫视,http://58.222.75.102:9901/tsfile/live/1020_1.m3u8
浙江卫视,http://58.222.75.102:9901/tsfile/live/1018_1.m3u8
山东卫视,http://58.222.75.102:9901/tsfile/live/1021_1.m3u8
广东卫视,http://58.222.75.102:9901/tsfile/live/1022_1.m3u8
深圳卫视,http://58.222.75.102:9901/tsfile/live/1023_1.m3u8
广西卫视,http://58.222.75.102:9901/tsfile/live/1024_1.m3u8
优漫卡通,http://58.222.75.102:9901/tsfile/live/1026_1.m3u8
海南卫视,http://58.222.75.102:9901/tsfile/live/1025_1.m3u8
江苏城市,http://58.222.75.102:9901/tsfile/live/1007_1.m3u8
江苏综艺,http://58.222.75.102:9901/tsfile/live/1008_1.m3u8
江苏体育,http://58.222.75.102:9901/tsfile/live/1009_1.m3u8
江苏新闻,http://58.222.75.102:9901/tsfile/live/1011_1.m3u8
江苏影视,http://58.222.75.102:9901/tsfile/live/1010_1.m3u8
动漫秀场[785*576],http://58.222.75.102:9901/tsfile/live/1027_1.m3u8
CCTV怀旧剧场[1024*576],http://58.222.75.102:9901/tsfile/live/1029_1.m3u8
28号[785*576],http://58.222.75.102:9901/tsfile/live/1028_1.m3u8
30号[768*576],http://58.222.75.102:9901/tsfile/live/1030_1.m3u8
31号[785*576],http://58.222.75.102:9901/tsfile/live/1031_1.m3u8
32号[768*576],http://58.222.75.102:9901/tsfile/live/1032_1.m3u8
CCTV兵器科技[1024*576],http://58.222.75.102:9901/tsfile/live/1033_1.m3u8
34号[785*576],http://58.222.75.102:9901/tsfile/live/1034_1.m3u8
35号[785*576],http://58.222.75.102:9901/tsfile/live/1035_1.m3u8
36号[785*576],http://58.222.75.102:9901/tsfile/live/1036_1.m3u8
CCTV高尔夫网球[1024*576],http://58.222.75.102:9901/tsfile/live/1038_1.m3u8
39号[768*576],http://58.222.75.102:9901/tsfile/live/1039_1.m3u8
40号[768*576],http://58.222.75.102:9901/tsfile/live/1040_1.m3u8
41号[768*576],http://58.222.75.102:9901/tsfile/live/1041_1.m3u8
CCTV风云足球,http://58.222.75.102:9901/tsfile/live/1037_1.m3u8
42号[768*576],http://58.222.75.102:9901/tsfile/live/1042_1.m3u8
7号[768*576],http://58.222.75.102:9901/tsfile/live/0007_1.m3u8
8号[768*576],http://58.222.75.102:9901/tsfile/live/0008_1.m3u8
116号[768*576],http://58.222.75.102:9901/tsfile/live/0116_1.m3u8
118号[768*576],http://58.222.75.102:9901/tsfile/live/0118_1.m3u8
120号[768*576],http://58.222.75.102:9901/tsfile/live/0120_1.m3u8
123号[768*576],http://58.222.75.102:9901/tsfile/live/0123_1.m3u8
130号[768*576],http://58.222.75.102:9901/tsfile/live/0130_1.m3u8
137号[768*576],http://58.222.75.102:9901/tsfile/live/0137_1.m3u8
140号[768*576],http://58.222.75.102:9901/tsfile/live/0140_1.m3u8
139号[768*576],http://58.222.75.102:9901/tsfile/live/0139_1.m3u8
2号[768*576],http://58.222.75.102:9901/tsfile/live/1002_1.m3u8
4号[768*576],http://58.222.75.102:9901/tsfile/live/1004_1.m3u8
淮安公共,http://58.222.75.102:9901/tsfile/live/1003_1.m3u8
河南IPv6,#genre#
CCTV1,http://[2409:8087:5c00:10:5::121]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225726/index.m3u8
CCTV1,http://[2409:8087:5c00:10:5::123]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225924/index.m3u8
CCTV1,http://[2409:8087:5c00:10:5::96]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225654/index.m3u8
CCTV1,http://[2409:8087:5c00:10:5::138]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225888/index.m3u8
CCTV1,http://[2409:8087:5c00:10:5::137]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225894/index.m3u8
CCTV2,http://[2409:8087:5c00:10:5::141]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225674/index.m3u8
CCTV2,http://[2409:8087:5c00:10:5::149]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225657/index.m3u8
CCTV3,http://[2409:8087:5c00:10:5::84]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225676/index.m3u8
CCTV3,http://[2409:8087:5c00:10:5::87]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225713/index.m3u8
CCTV4,http://[2409:8087:5c00:10:5::150]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225677/index.m3u8
CCTV4,http://[2409:8087:5c00:10:5::144]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225761/index.m3u8
CCTV5,http://[2409:8087:5c00:10:5::136]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225753/index.m3u8
CCTV5,http://[2409:8087:5c00:10:5::92]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225801/index.m3u8
CCTV5,http://[2409:8087:5c00:10:5::95]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225660/index.m3u8
CCTV5+,http://[2409:8087:5c00:10:5::78]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225680/index.m3u8
CCTV5+,http://[2409:8087:5c00:10:5::91]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225621/index.m3u8
CCTV6,http://[2409:8087:5c00:10:5::119]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225715/index.m3u8
CCTV6,http://[2409:8087:5c00:10:5::85]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225683/index.m3u8
CCTV7,http://[2409:8087:5c00:10:5::118]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225700/index.m3u8
CCTV7,http://[2409:8087:5c00:10:5::135]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225627/index.m3u8
CCTV8,http://[2409:8087:5c00:10:5::92]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225716/index.m3u8
CCTV8,http://[2409:8087:5c00:10:5::145]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225630/index.m3u8
CCTV9,http://[2409:8087:5c00:10:5::87]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225663/index.m3u8
CCTV9,http://[2409:8087:5c00:10:5::85]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225633/index.m3u8
CCTV10,http://[2409:8087:5c00:10:5::119]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225704/index.m3u8
CCTV10,http://[2409:8087:5c00:10:5::85]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225624/index.m3u8
CCTV11,http://[2409:8087:5c00:10:5::72]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225739/index.m3u8
CCTV11,http://[2409:8087:5c00:10:5::89]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225750/index.m3u8
CCTV12,http://[2409:8087:5c00:10:5::88]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225645/index.m3u8
CCTV12,http://[2409:8087:5c00:10:5::93]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225670/index.m3u8
CCTV13,http://[2409:8087:5c00:10:5::74]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225742/index.m3u8
CCTV13,http://[2409:8087:5c00:10:5::143]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225759/index.m3u8
CCTV13,http://[2409:8087:5c00:10:5::121]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225787/index.m3u8
CCTV14,http://[2409:8087:5c00:10:5::96]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225648/index.m3u8
CCTV15,http://[2409:8087:5c00:10:5::92]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225693/index.m3u8
CCTV16,http://[2409:8087:5c00:10:5::151]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225956/index.m3u8
CCTV17,http://[2409:8087:5c00:10:5::120]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225766/index.m3u8
东南卫视,http://[2409:8087:5c00:10:5::96]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225696/index.m3u8
东方卫视,http://[2409:8087:5c00:10:5::118]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225718/index.m3u8
北京卫视,http://[2409:8087:5c00:10:5::88]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225651/index.m3u8
天津卫视,http://[2409:8087:5c00:10:5::a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225675/index.m3u8
安徽卫视,http://[2409:8087:5c00:10:5::99]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225701/index.m3u8
山东卫视,http://[2409:8087:5c00:10:5::95]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225672/index.m3u8
广东卫视,http://[2409:8087:5c00:10:5::96]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225666/index.m3u8
广西卫视,http://[2409:8087:5c00:10:5::87]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225986/index.m3u8
江苏卫视,http://[2409:8087:5c00:10:5::119]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225722/index.m3u8
江西卫视,http://[2409:8087:5c00:10:5::90]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225669/index.m3u8
浙江卫视,http://[2409:8087:5c00:10:5::119]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225731/index.m3u8
浙江卫视,http://[2409:8087:5c00:10:5::78]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225695/index.m3u8
深圳卫视,http://[2409:8087:5c00:10:5::74]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225725/index.m3u8
湖北卫视,http://[2409:8087:5c00:10:5::91]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225721/index.m3u8
湖南卫视,http://[2409:8087:5c00:10:5::a]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225719/index.m3u8
湖南卫视,http://[2409:8087:5c00:10:5::124]/cdnrrs.gx.chinamobile.com/PLTV/3/224/3221225692/index.m3u8
